time,open,high,low,close,volume
2026-09-04T17:15:00+00:00,579.2839694374858,579.4337458095433,579.1692443046095,579.3190206766672,156648
2026-09-04T17:20:00+00:00,579.3190206766672,579.611938592486,579.1822999691195,579.4752178849384,280834
2026-09-04T17:25:00+00:00,579.4752178849384,579.7537008933681,579.4136604100684,579.6921434184981,168465
2026-09-04T17:30:00+00:00,579.6921434184981,579.8144955260562,579.4993217870762,579.6216738946343,317933
2026-09-04T17:35:00+00:00,579.6216738946343,579.6926196231758,579.5117083783067,579.5826541068483,341330
2026-09-04T17:40:00+00:00,579.5826541068483,579.9348604722626,579.4633513839501,579.8155577493645,315809
2026-09-04T17:45:00+00:00,579.8155577493645,579.9204061454965,579.6124387799263,579.7172871760582,219657
2026-09-04T17:50:00+00:00,579.7172871760582,579.8631401212438,579.4704868093238,579.6163397545093,324917
2026-09-04T17:55:00+00:00,579.6163397545093,579.7168167601509,579.5503975828392,579.6508745884809,276351
2026-09-04T18:00:00+00:00,579.6508745884809,579.8531684609643,579.5725717924656,579.7748656649491,256795
2026-09-04T18:05:00+00:00,579.7748656649491,580.1300743903943,579.69916356261,580.0543722880551,230453
2026-09-04T18:10:00+00:00,580.0543722880551,580.1083407795682,579.9107778946668,579.9647463861797,289576
2026-09-04T18:15:00+00:00,579.9647463861797,580.2833691487828,579.8163309015864,580.1349536641894,283669
2026-09-04T18:20:00+00:00,580.1349536641894,580.2508835932452,579.8846313456405,580.0005612746963,367682
2026-09-04T18:25:00+00:00,580.0005612746963,580.1012328793449,579.8993283953514,580,206728
